id_model,id_fB_papillary,id_fb_upper_blood,id_fb_reticular,id_fb_deep_blood,id_mel,id_light
0,0.02,0.1,0.0075,0.04,0.1,19
0,0.02,0.1,0.0075,0.04,0.15,19
0,0.02,0.1,0.0075,0.04,0.2,19
0,0.02,0.1,0.0075,0.04,0.25,19
0,0.02,0.1,0.0075,0.04,0.3,19
0,0.02,0.1,0.0075,0.04,0.35,19
0,0.02,0.1,0.0075,0.04,0.4,19
0,0.02,0.1,0.0075,0.04,0.45,19
0,0.02,0.1,0.0075,0.04,0.5,19
0,0.02,0.1,0.0075,0.1,0.01,19
0,0.02,0.1,0.0075,0.1,0.05,19
0,0.02,0.1,0.0075,0.1,0.1,19
0,0.02,0.1,0.0075,0.1,0.15,19
0,0.02,0.1,0.0075,0.1,0.2,19
0,0.02,0.1,0.0075,0.1,0.25,19
0,0.02,0.1,0.0075,0.1,0.3,19
0,0.02,0.1,0.0075,0.1,0.35,19
0,0.02,0.1,0.0075,0.1,0.4,19
0,0.02,0.1,0.0075,0.1,0.45,19
0,0.02,0.1,0.0075,0.1,0.5,19
0,0.02,0.1,0.01,0.04,0.01,19
0,0.02,0.1,0.01,0.04,0.05,19
0,0.02,0.1,0.01,0.04,0.1,19
0,0.02,0.1,0.01,0.04,0.15,19
0,0.02,0.1,0.01,0.04,0.2,19
0,0.02,0.1,0.01,0.04,0.25,19
0,0.02,0.1,0.01,0.04,0.3,19
0,0.02,0.1,0.01,0.04,0.35,19
0,0.02,0.1,0.01,0.04,0.4,19
0,0.02,0.1,0.01,0.04,0.45,19
0,0.02,0.1,0.01,0.04,0.5,19
0,0.02,0.1,0.01,0.1,0.01,19
0,0.02,0.1,0.01,0.1,0.05,19
0,0.02,0.1,0.01,0.1,0.1,19
0,0.02,0.1,0.01,0.1,0.15,19
0,0.02,0.1,0.01,0.1,0.2,19
0,0.02,0.1,0.01,0.1,0.25,19
0,0.02,0.1,0.01,0.1,0.3,19
0,0.02,0.1,0.01,0.1,0.35,19
0,0.02,0.1,0.01,0.1,0.4,19
0,0.02,0.1,0.01,0.1,0.45,19
0,0.02,0.1,0.01,0.1,0.5,19
0,0.02,0.1,0.012,0.04,0.01,19
0,0.02,0.1,0.012,0.04,0.05,19
0,0.02,0.1,0.012,0.04,0.1,19
0,0.02,0.1,0.012,0.04,0.15,19
0,0.02,0.1,0.012,0.04,0.2,19
0,0.02,0.1,0.012,0.04,0.25,19
0,0.02,0.1,0.012,0.04,0.3,19
0,0.02,0.1,0.012,0.04,0.35,19
0,0.02,0.1,0.012,0.04,0.4,19
0,0.02,0.1,0.012,0.04,0.45,19
0,0.02,0.1,0.012,0.04,0.5,19
0,0.02,0.1,0.012,0.1,0.01,19
0,0.02,0.1,0.012,0.1,0.05,19
0,0.02,0.1,0.012,0.1,0.1,19
0,0.02,0.1,0.012,0.1,0.15,19
0,0.02,0.1,0.012,0.1,0.2,19
0,0.02,0.1,0.012,0.1,0.25,19
0,0.02,0.1,0.012,0.1,0.3,19
0,0.02,0.1,0.012,0.1,0.35,19
0,0.02,0.1,0.012,0.1,0.4,19
0,0.02,0.1,0.012,0.1,0.45,19
0,0.02,0.1,0.012,0.1,0.5,19
0,0.02,0.1,0.014,0.04,0.01,19
0,0.02,0.1,0.014,0.04,0.05,19
0,0.02,0.1,0.014,0.04,0.1,19
0,0.02,0.1,0.014,0.04,0.15,19
0,0.02,0.1,0.014,0.04,0.2,19
0,0.02,0.1,0.014,0.04,0.25,19
0,0.02,0.1,0.014,0.04,0.3,19
0,0.02,0.1,0.014,0.04,0.35,19
0,0.02,0.1,0.014,0.04,0.4,19
0,0.02,0.1,0.014,0.04,0.45,19
0,0.02,0.1,0.014,0.04,0.5,19
0,0.02,0.1,0.014,0.1,0.01,19
0,0.02,0.1,0.014,0.1,0.05,19
0,0.02,0.1,0.014,0.1,0.1,19
0,0.02,0.1,0.014,0.1,0.15,19
0,0.02,0.1,0.014,0.1,0.2,19
0,0.02,0.1,0.014,0.1,0.25,19
0,0.02,0.1,0.014,0.1,0.3,19
0,0.02,0.1,0.014,0.1,0.35,19
0,0.02,0.1,0.014,0.1,0.4,19
0,0.02,0.1,0.014,0.1,0.45,19
0,0.02,0.1,0.014,0.1,0.5,19
0,0.02,0.2,0.0075,0.1,0.01,19
0,0.02,0.2,0.0075,0.1,0.05,19
0,0.02,0.2,0.0075,0.1,0.1,19
0,0.02,0.2,0.0075,0.1,0.15,19
0,0.02,0.2,0.0075,0.1,0.2,19
0,0.02,0.2,0.0075,0.1,0.25,19
0,0.02,0.2,0.0075,0.1,0.3,19
0,0.02,0.2,0.0075,0.1,0.35,19
0,0.02,0.2,0.0075,0.1,0.4,19
0,0.02,0.2,0.0075,0.1,0.45,19
0,0.02,0.2,0.0075,0.1,0.5,19
0,0.02,0.2,0.0075,0.2,0.01,19
0,0.02,0.2,0.0075,0.2,0.05,19
0,0.02,0.2,0.0075,0.2,0.1,19
0,0.02,0.2,0.0075,0.2,0.15,19
0,0.02,0.2,0.0075,0.2,0.2,19
0,0.02,0.2,0.0075,0.2,0.25,19
0,0.02,0.2,0.0075,0.2,0.3,19
0,0.02,0.2,0.0075,0.2,0.35,19
0,0.02,0.2,0.0075,0.2,0.4,19
0,0.02,0.2,0.0075,0.2,0.45,19
0,0.02,0.2,0.0075,0.2,0.5,19
0,0.02,0.2,0.01,0.1,0.01,19
0,0.02,0.2,0.01,0.1,0.05,19
0,0.02,0.2,0.01,0.1,0.1,19
0,0.02,0.2,0.01,0.1,0.15,19
0,0.02,0.2,0.01,0.1,0.2,19
0,0.02,0.2,0.01,0.1,0.25,19
0,0.02,0.2,0.01,0.1,0.3,19
0,0.02,0.2,0.01,0.1,0.35,19
0,0.02,0.2,0.01,0.1,0.4,19
0,0.02,0.2,0.01,0.1,0.45,19
0,0.02,0.2,0.01,0.1,0.5,19
0,0.02,0.2,0.01,0.2,0.01,19
0,0.02,0.2,0.01,0.2,0.05,19
0,0.02,0.2,0.01,0.2,0.1,19
0,0.02,0.2,0.01,0.2,0.15,19
0,0.02,0.2,0.01,0.2,0.2,19
0,0.02,0.2,0.01,0.2,0.25,19
0,0.02,0.2,0.01,0.2,0.3,19
0,0.02,0.2,0.01,0.2,0.35,19
0,0.02,0.2,0.01,0.2,0.4,19
0,0.02,0.2,0.01,0.2,0.45,19
0,0.02,0.2,0.01,0.2,0.5,19
0,0.02,0.2,0.012,0.1,0.01,19
0,0.02,0.2,0.012,0.1,0.05,19
0,0.02,0.2,0.012,0.1,0.1,19
0,0.02,0.2,0.012,0.1,0.15,19
0,0.02,0.2,0.012,0.1,0.2,19
0,0.02,0.2,0.012,0.1,0.25,19
0,0.02,0.2,0.012,0.1,0.3,19
0,0.02,0.2,0.012,0.1,0.35,19
0,0.02,0.2,0.012,0.1,0.4,19
0,0.02,0.2,0.012,0.1,0.45,19
0,0.02,0.2,0.012,0.1,0.5,19
0,0.02,0.2,0.012,0.2,0.01,19
0,0.02,0.2,0.012,0.2,0.05,19
0,0.02,0.2,0.012,0.2,0.1,19
0,0.02,0.2,0.012,0.2,0.15,19
0,0.02,0.2,0.012,0.2,0.2,19
0,0.02,0.2,0.012,0.2,0.25,19
0,0.02,0.2,0.012,0.2,0.3,19
0,0.02,0.2,0.012,0.2,0.35,19
0,0.02,0.2,0.012,0.2,0.4,19
0,0.02,0.2,0.012,0.2,0.45,19
0,0.02,0.2,0.012,0.2,0.5,19
0,0.02,0.2,0.014,0.1,0.01,19
0,0.02,0.2,0.014,0.1,0.05,19
0,0.02,0.2,0.014,0.1,0.1,19
0,0.02,0.2,0.014,0.1,0.15,19
0,0.02,0.2,0.014,0.1,0.2,19
0,0.02,0.2,0.014,0.1,0.25,19
0,0.02,0.2,0.014,0.1,0.3,19
0,0.02,0.2,0.014,0.1,0.35,19
0,0.02,0.2,0.014,0.1,0.4,19
0,0.02,0.2,0.014,0.1,0.45,19
0,0.02,0.2,0.014,0.1,0.5,19
0,0.02,0.2,0.014,0.2,0.01,19
0,0.02,0.2,0.014,0.2,0.05,19
0,0.02,0.2,0.014,0.2,0.1,19
0,0.02,0.2,0.014,0.2,0.15,19
0,0.02,0.2,0.014,0.2,0.2,19
0,0.02,0.2,0.014,0.2,0.25,19
0,0.02,0.2,0.014,0.2,0.3,19
0,0.02,0.2,0.014,0.2,0.35,19
0,0.02,0.2,0.014,0.2,0.4,19
0,0.02,0.2,0.014,0.2,0.45,19
0,0.02,0.2,0.014,0.2,0.5,19
0,0.02,0.3,0.0075,0.2,0.01,19
0,0.02,0.3,0.0075,0.2,0.05,19
0,0.02,0.3,0.0075,0.2,0.1,19
0,0.02,0.3,0.0075,0.2,0.15,19
0,0.02,0.3,0.0075,0.2,0.2,19
0,0.02,0.3,0.0075,0.2,0.25,19
0,0.02,0.3,0.0075,0.2,0.3,19
0,0.02,0.3,0.0075,0.2,0.35,19
0,0.02,0.3,0.0075,0.2,0.4,19
0,0.02,0.3,0.0075,0.2,0.45,19
0,0.02,0.3,0.0075,0.2,0.5,19
0,0.02,0.3,0.0075,0.3,0.01,19
0,0.02,0.3,0.0075,0.3,0.05,19
0,0.02,0.3,0.0075,0.3,0.1,19
0,0.02,0.3,0.0075,0.3,0.15,19
0,0.02,0.3,0.0075,0.3,0.2,19
0,0.02,0.3,0.0075,0.3,0.25,19
0,0.02,0.3,0.0075,0.3,0.3,19
0,0.02,0.3,0.0075,0.3,0.35,19
0,0.02,0.3,0.0075,0.3,0.4,19
0,0.02,0.3,0.0075,0.3,0.45,19
0,0.02,0.3,0.0075,0.3,0.5,19
0,0.02,0.3,0.01,0.2,0.01,19
0,0.02,0.3,0.01,0.2,0.05,19
0,0.02,0.3,0.01,0.2,0.1,19
0,0.02,0.3,0.01,0.2,0.15,19
0,0.02,0.3,0.01,0.2,0.2,19
0,0.02,0.3,0.01,0.2,0.25,19
0,0.02,0.3,0.01,0.2,0.3,19
0,0.02,0.3,0.01,0.2,0.35,19
0,0.02,0.3,0.01,0.2,0.4,19
0,0.02,0.3,0.01,0.2,0.45,19
0,0.02,0.3,0.01,0.2,0.5,19
0,0.02,0.3,0.01,0.3,0.01,19
0,0.02,0.3,0.01,0.3,0.05,19
0,0.02,0.3,0.01,0.3,0.1,19
0,0.02,0.3,0.01,0.3,0.15,19
0,0.02,0.3,0.01,0.3,0.2,19
0,0.02,0.3,0.01,0.3,0.25,19
0,0.02,0.3,0.01,0.3,0.3,19
0,0.02,0.3,0.01,0.3,0.35,19
0,0.02,0.3,0.01,0.3,0.4,19
0,0.02,0.3,0.01,0.3,0.45,19
0,0.02,0.3,0.01,0.3,0.5,19
0,0.02,0.3,0.012,0.2,0.01,19
0,0.02,0.3,0.012,0.2,0.05,19
0,0.02,0.3,0.012,0.2,0.1,19
0,0.02,0.3,0.012,0.2,0.15,19
0,0.02,0.3,0.012,0.2,0.2,19
0,0.02,0.3,0.012,0.2,0.25,19
0,0.02,0.3,0.012,0.2,0.3,19
0,0.02,0.3,0.012,0.2,0.35,19
0,0.02,0.3,0.012,0.2,0.4,19
0,0.02,0.3,0.012,0.2,0.45,19
0,0.02,0.3,0.012,0.2,0.5,19
0,0.02,0.3,0.012,0.3,0.01,19
0,0.02,0.3,0.012,0.3,0.05,19
0,0.02,0.3,0.012,0.3,0.1,19
0,0.02,0.3,0.012,0.3,0.15,19
0,0.02,0.3,0.012,0.3,0.2,19
0,0.02,0.3,0.012,0.3,0.25,19
0,0.02,0.3,0.012,0.3,0.3,19
0,0.02,0.3,0.012,0.3,0.35,19
0,0.02,0.3,0.012,0.3,0.4,19
0,0.02,0.3,0.012,0.3,0.45,19
0,0.02,0.3,0.012,0.3,0.5,19
0,0.02,0.3,0.014,0.2,0.01,19
0,0.02,0.3,0.014,0.2,0.05,19
0,0.02,0.3,0.014,0.2,0.1,19
0,0.02,0.3,0.014,0.2,0.15,19
0,0.02,0.3,0.014,0.2,0.2,19
0,0.02,0.3,0.014,0.2,0.25,19
0,0.02,0.3,0.014,0.2,0.3,19
0,0.02,0.3,0.014,0.2,0.35,19
0,0.02,0.3,0.014,0.2,0.4,19
0,0.02,0.3,0.014,0.2,0.45,19
0,0.02,0.3,0.014,0.2,0.5,19
0,0.02,0.3,0.014,0.3,0.01,19
0,0.02,0.3,0.014,0.3,0.05,19
0,0.02,0.3,0.014,0.3,0.1,19
0,0.02,0.3,0.014,0.3,0.15,19
0,0.02,0.3,0.014,0.3,0.2,19
0,0.02,0.3,0.014,0.3,0.25,19
0,0.02,0.3,0.014,0.3,0.3,19
0,0.02,0.3,0.014,0.3,0.35,19
0,0.02,0.3,0.014,0.3,0.4,19
0,0.02,0.3,0.014,0.3,0.45,19
0,0.02,0.3,0.014,0.3,0.5,19
0,0.02,0.4,0.0075,0.3,0.01,19
0,0.02,0.4,0.0075,0.3,0.05,19
0,0.02,0.4,0.0075,0.3,0.1,19
0,0.02,0.4,0.0075,0.3,0.15,19
0,0.02,0.4,0.0075,0.3,0.2,19
0,0.02,0.4,0.0075,0.3,0.25,19
0,0.02,0.4,0.0075,0.3,0.3,19
0,0.02,0.4,0.0075,0.3,0.35,19
0,0.02,0.4,0.0075,0.3,0.4,19
0,0.02,0.4,0.0075,0.3,0.45,19
0,0.02,0.4,0.0075,0.3,0.5,19
0,0.02,0.4,0.0075,0.4,0.01,19
0,0.02,0.4,0.0075,0.4,0.05,19
0,0.02,0.4,0.0075,0.4,0.1,19
0,0.02,0.4,0.0075,0.4,0.15,19
0,0.02,0.4,0.0075,0.4,0.2,19
0,0.02,0.4,0.0075,0.4,0.25,19
0,0.02,0.4,0.0075,0.4,0.3,19
0,0.02,0.4,0.0075,0.4,0.35,19
0,0.02,0.4,0.0075,0.4,0.4,19
0,0.02,0.4,0.0075,0.4,0.45,19
0,0.02,0.4,0.0075,0.4,0.5,19
0,0.02,0.4,0.01,0.3,0.01,19
0,0.02,0.4,0.01,0.3,0.05,19
0,0.02,0.4,0.01,0.3,0.1,19
0,0.02,0.4,0.01,0.3,0.15,19
0,0.02,0.4,0.01,0.3,0.2,19
0,0.02,0.4,0.01,0.3,0.25,19
0,0.02,0.4,0.01,0.3,0.3,19
0,0.02,0.4,0.01,0.3,0.35,19
0,0.02,0.4,0.01,0.3,0.4,19
0,0.02,0.4,0.01,0.3,0.45,19
0,0.02,0.4,0.01,0.3,0.5,19
0,0.02,0.4,0.01,0.4,0.01,19
0,0.02,0.4,0.01,0.4,0.05,19
0,0.02,0.4,0.01,0.4,0.1,19
0,0.02,0.4,0.01,0.4,0.15,19
0,0.02,0.4,0.01,0.4,0.2,19
0,0.02,0.4,0.01,0.4,0.25,19
0,0.02,0.4,0.01,0.4,0.3,19
0,0.02,0.4,0.01,0.4,0.35,19
0,0.02,0.4,0.01,0.4,0.4,19
0,0.02,0.4,0.01,0.4,0.45,19
0,0.02,0.4,0.01,0.4,0.5,19
0,0.02,0.4,0.012,0.3,0.01,19
0,0.02,0.4,0.012,0.3,0.05,19
0,0.02,0.4,0.012,0.3,0.1,19
0,0.02,0.4,0.012,0.3,0.15,19
0,0.02,0.4,0.012,0.3,0.2,19
0,0.02,0.4,0.012,0.3,0.25,19
0,0.02,0.4,0.012,0.3,0.3,19
0,0.02,0.4,0.012,0.3,0.35,19
0,0.02,0.4,0.012,0.3,0.4,19
0,0.02,0.4,0.012,0.3,0.45,19
0,0.02,0.4,0.012,0.3,0.5,19
0,0.02,0.4,0.012,0.4,0.01,19
0,0.02,0.4,0.012,0.4,0.05,19
0,0.02,0.4,0.012,0.4,0.1,19
0,0.02,0.4,0.012,0.4,0.15,19
0,0.02,0.4,0.012,0.4,0.2,19
0,0.02,0.4,0.012,0.4,0.25,19
0,0.02,0.4,0.012,0.4,0.3,19
0,0.02,0.4,0.012,0.4,0.35,19
0,0.02,0.4,0.012,0.4,0.4,19
0,0.02,0.4,0.012,0.4,0.45,19
0,0.02,0.4,0.012,0.4,0.5,19
0,0.02,0.4,0.014,0.3,0.01,19
0,0.02,0.4,0.014,0.3,0.05,19
0,0.02,0.4,0.014,0.3,0.1,19
0,0.02,0.4,0.014,0.3,0.15,19
0,0.02,0.4,0.014,0.3,0.2,19
0,0.02,0.4,0.014,0.3,0.25,19
0,0.02,0.4,0.014,0.3,0.3,19
0,0.02,0.4,0.014,0.3,0.35,19
0,0.02,0.4,0.014,0.3,0.4,19
0,0.02,0.4,0.014,0.3,0.45,19
0,0.02,0.4,0.014,0.3,0.5,19
0,0.02,0.4,0.014,0.4,0.01,19
0,0.02,0.4,0.014,0.4,0.05,19
0,0.02,0.4,0.014,0.4,0.1,19
0,0.02,0.4,0.014,0.4,0.15,19
0,0.02,0.4,0.014,0.4,0.2,19
0,0.02,0.4,0.014,0.4,0.25,19
0,0.02,0.4,0.014,0.4,0.3,19
0,0.02,0.4,0.014,0.4,0.35,19
0,0.02,0.4,0.014,0.4,0.4,19
0,0.02,0.4,0.014,0.4,0.45,19
0,0.02,0.4,0.014,0.4,0.5,19
0,0.02,0.5,0.0075,0.4,0.01,19
0,0.02,0.5,0.0075,0.4,0.05,19
0,0.02,0.5,0.0075,0.4,0.1,19
0,0.02,0.5,0.0075,0.4,0.15,19
0,0.02,0.5,0.0075,0.4,0.2,19
0,0.02,0.5,0.0075,0.4,0.25,19
0,0.02,0.5,0.0075,0.4,0.3,19
0,0.02,0.5,0.0075,0.4,0.35,19
0,0.02,0.5,0.0075,0.4,0.4,19
0,0.02,0.5,0.0075,0.4,0.45,19
0,0.02,0.5,0.0075,0.4,0.5,19
0,0.02,0.5,0.0075,0.5,0.01,19
0,0.02,0.5,0.0075,0.5,0.05,19
0,0.02,0.5,0.0075,0.5,0.1,19
0,0.02,0.5,0.0075,0.5,0.15,19
0,0.02,0.5,0.0075,0.5,0.2,19
0,0.02,0.5,0.0075,0.5,0.25,19
0,0.02,0.5,0.0075,0.5,0.3,19
0,0.02,0.5,0.0075,0.5,0.35,19
0,0.02,0.5,0.0075,0.5,0.4,19
0,0.02,0.5,0.0075,0.5,0.45,19
0,0.02,0.5,0.0075,0.5,0.5,19
0,0.02,0.5,0.01,0.4,0.01,19
0,0.02,0.5,0.01,0.4,0.05,19
0,0.02,0.5,0.01,0.4,0.1,19
0,0.02,0.5,0.01,0.4,0.15,19
0,0.02,0.5,0.01,0.4,0.2,19
0,0.02,0.5,0.01,0.4,0.25,19
0,0.02,0.5,0.01,0.4,0.3,19
0,0.02,0.5,0.01,0.4,0.35,19
0,0.02,0.5,0.01,0.4,0.4,19
0,0.02,0.5,0.01,0.4,0.45,19
0,0.02,0.5,0.01,0.4,0.5,19
0,0.02,0.5,0.01,0.5,0.01,19
0,0.02,0.5,0.01,0.5,0.05,19
0,0.02,0.5,0.01,0.5,0.1,19
0,0.02,0.5,0.01,0.5,0.15,19
0,0.02,0.5,0.01,0.5,0.2,19
0,0.02,0.5,0.01,0.5,0.25,19
0,0.02,0.5,0.01,0.5,0.3,19
0,0.02,0.5,0.01,0.5,0.35,19
0,0.02,0.5,0.01,0.5,0.4,19
0,0.02,0.5,0.01,0.5,0.45,19
0,0.02,0.5,0.01,0.5,0.5,19
0,0.02,0.5,0.012,0.4,0.01,19
0,0.02,0.5,0.012,0.4,0.05,19
0,0.02,0.5,0.012,0.4,0.1,19
0,0.02,0.5,0.012,0.4,0.15,19
0,0.02,0.5,0.012,0.4,0.2,19
0,0.02,0.5,0.012,0.4,0.25,19
0,0.02,0.5,0.012,0.4,0.3,19
0,0.02,0.5,0.012,0.4,0.35,19
0,0.02,0.5,0.012,0.4,0.4,19
0,0.02,0.5,0.012,0.4,0.45,19
0,0.02,0.5,0.012,0.4,0.5,19
0,0.02,0.5,0.012,0.5,0.01,19
0,0.02,0.5,0.012,0.5,0.05,19
0,0.02,0.5,0.012,0.5,0.1,19
0,0.02,0.5,0.012,0.5,0.15,19
0,0.02,0.5,0.012,0.5,0.2,19
0,0.02,0.5,0.012,0.5,0.25,19
0,0.02,0.5,0.012,0.5,0.3,19
0,0.02,0.5,0.012,0.5,0.35,19
0,0.02,0.5,0.012,0.5,0.4,19
0,0.02,0.5,0.012,0.5,0.45,19
0,0.02,0.5,0.012,0.5,0.5,19
0,0.02,0.5,0.014,0.4,0.01,19
0,0.02,0.5,0.014,0.4,0.05,19
0,0.02,0.5,0.014,0.4,0.1,19
0,0.02,0.5,0.014,0.4,0.15,19
0,0.02,0.5,0.014,0.4,0.2,19
0,0.02,0.5,0.014,0.4,0.25,19
0,0.02,0.5,0.014,0.4,0.3,19
0,0.02,0.5,0.014,0.4,0.35,19
0,0.02,0.5,0.014,0.4,0.4,19
0,0.02,0.5,0.014,0.4,0.45,19
0,0.02,0.5,0.014,0.4,0.5,19
0,0.02,0.5,0.014,0.5,0.01,19
0,0.02,0.5,0.014,0.5,0.05,19
0,0.02,0.5,0.014,0.5,0.1,19
0,0.02,0.5,0.014,0.5,0.15,19
0,0.02,0.5,0.014,0.5,0.2,19
0,0.02,0.5,0.014,0.5,0.25,19
0,0.02,0.5,0.014,0.5,0.3,19
0,0.02,0.5,0.014,0.5,0.35,19
0,0.02,0.5,0.014,0.5,0.4,19
0,0.02,0.5,0.014,0.5,0.45,19
0,0.02,0.5,0.014,0.5,0.5,19
0,0.025,0.02,0.0075,0.01,0.01,19
0,0.025,0.02,0.0075,0.01,0.05,19
0,0.025,0.02,0.0075,0.01,0.1,19
0,0.025,0.02,0.0075,0.01,0.15,19
0,0.025,0.02,0.0075,0.01,0.2,19
0,0.025,0.02,0.0075,0.01,0.25,19
0,0.025,0.02,0.0075,0.01,0.3,19
0,0.025,0.02,0.0075,0.01,0.35,19
0,0.025,0.02,0.0075,0.01,0.4,19
0,0.025,0.02,0.0075,0.01,0.45,19
0,0.025,0.02,0.0075,0.01,0.5,19
0,0.025,0.02,0.0075,0.02,0.01,19
0,0.025,0.02,0.0075,0.02,0.05,19
0,0.025,0.02,0.0075,0.02,0.1,19
0,0.025,0.02,0.0075,0.02,0.15,19
0,0.025,0.02,0.0075,0.02,0.2,19
0,0.025,0.02,0.0075,0.02,0.25,19
0,0.025,0.02,0.0075,0.02,0.3,19
0,0.025,0.02,0.0075,0.02,0.35,19
0,0.025,0.02,0.0075,0.02,0.4,19
0,0.025,0.02,0.0075,0.02,0.45,19
0,0.025,0.02,0.0075,0.02,0.5,19
0,0.025,0.02,0.01,0.01,0.01,19
0,0.025,0.02,0.01,0.01,0.05,19
0,0.025,0.02,0.01,0.01,0.1,19
0,0.025,0.02,0.01,0.01,0.15,19
0,0.025,0.02,0.01,0.01,0.2,19
0,0.025,0.02,0.01,0.01,0.25,19
0,0.025,0.02,0.01,0.01,0.3,19
0,0.025,0.02,0.01,0.01,0.35,19
0,0.025,0.02,0.01,0.01,0.4,19
0,0.025,0.02,0.01,0.01,0.45,19
0,0.025,0.02,0.01,0.01,0.5,19
0,0.025,0.02,0.01,0.02,0.01,19
0,0.025,0.02,0.01,0.02,0.05,19
0,0.025,0.02,0.01,0.02,0.1,19
0,0.025,0.02,0.01,0.02,0.15,19
0,0.025,0.02,0.01,0.02,0.2,19
0,0.025,0.02,0.01,0.02,0.25,19
0,0.025,0.02,0.01,0.02,0.3,19
0,0.025,0.02,0.01,0.02,0.35,19
0,0.025,0.02,0.01,0.02,0.4,19
0,0.025,0.02,0.01,0.02,0.45,19
0,0.025,0.02,0.01,0.02,0.5,19
0,0.025,0.02,0.012,0.01,0.01,19
0,0.025,0.02,0.012,0.01,0.05,19
0,0.025,0.02,0.012,0.01,0.1,19
0,0.025,0.02,0.012,0.01,0.15,19
0,0.025,0.02,0.012,0.01,0.2,19
0,0.025,0.02,0.012,0.01,0.25,19
0,0.025,0.02,0.012,0.01,0.3,19
0,0.025,0.02,0.012,0.01,0.35,19
0,0.025,0.02,0.012,0.01,0.4,19
0,0.025,0.02,0.012,0.01,0.45,19
0,0.025,0.02,0.012,0.01,0.5,19
0,0.025,0.02,0.012,0.02,0.01,19
0,0.025,0.02,0.012,0.02,0.05,19
0,0.025,0.02,0.012,0.02,0.1,19
0,0.025,0.02,0.012,0.02,0.15,19
0,0.025,0.02,0.012,0.02,0.2,19
0,0.025,0.02,0.012,0.02,0.25,19
0,0.025,0.02,0.012,0.02,0.3,19
0,0.025,0.02,0.012,0.02,0.35,19
0,0.025,0.02,0.012,0.02,0.4,19
0,0.025,0.02,0.012,0.02,0.45,19
0,0.025,0.02,0.012,0.02,0.5,19
0,0.025,0.02,0.014,0.01,0.01,19
0,0.025,0.02,0.014,0.01,0.05,19
0,0.025,0.02,0.014,0.01,0.1,19
0,0.025,0.02,0.014,0.01,0.15,19
0,0.025,0.02,0.014,0.01,0.2,19
0,0.025,0.02,0.014,0.01,0.25,19
0,0.025,0.02,0.014,0.01,0.3,19
0,0.025,0.02,0.014,0.01,0.35,19
0,0.025,0.02,0.014,0.01,0.4,19
0,0.025,0.02,0.014,0.01,0.45,19
0,0.025,0.02,0.014,0.01,0.5,19
0,0.025,0.02,0.014,0.02,0.01,19
0,0.025,0.02,0.014,0.02,0.05,19
0,0.025,0.02,0.014,0.02,0.1,19
0,0.025,0.02,0.014,0.02,0.15,19
0,0.025,0.02,0.014,0.02,0.2,19
0,0.025,0.02,0.014,0.02,0.25,19
0,0.025,0.02,0.014,0.02,0.3,19
0,0.025,0.02,0.014,0.02,0.35,19
0,0.025,0.02,0.014,0.02,0.4,19
0,0.025,0.02,0.014,0.02,0.45,19
0,0.025,0.02,0.014,0.02,0.5,19
0,0.025,0.03,0.0075,0.02,0.01,19
0,0.025,0.03,0.0075,0.02,0.05,19
0,0.025,0.03,0.0075,0.02,0.1,19
0,0.025,0.03,0.0075,0.02,0.15,19
0,0.025,0.03,0.0075,0.02,0.2,19
0,0.025,0.03,0.0075,0.02,0.25,19
0,0.025,0.03,0.0075,0.02,0.3,19
0,0.025,0.03,0.0075,0.02,0.35,19
0,0.025,0.03,0.0075,0.02,0.4,19
0,0.025,0.03,0.0075,0.02,0.45,19
0,0.025,0.03,0.0075,0.02,0.5,19
0,0.025,0.03,0.0075,0.03,0.01,19
0,0.025,0.03,0.0075,0.03,0.05,19
0,0.025,0.03,0.0075,0.03,0.1,19
0,0.025,0.03,0.0075,0.03,0.15,19
0,0.025,0.03,0.0075,0.03,0.2,19
0,0.025,0.03,0.0075,0.03,0.25,19
0,0.025,0.03,0.0075,0.03,0.3,19
0,0.025,0.03,0.0075,0.03,0.35,19
0,0.025,0.03,0.0075,0.03,0.4,19
0,0.025,0.03,0.0075,0.03,0.45,19
0,0.025,0.03,0.0075,0.03,0.5,19
0,0.025,0.03,0.01,0.02,0.01,19
0,0.025,0.03,0.01,0.02,0.05,19
0,0.025,0.03,0.01,0.02,0.1,19
0,0.025,0.03,0.01,0.02,0.15,19
0,0.025,0.03,0.01,0.02,0.2,19
0,0.025,0.03,0.01,0.02,0.25,19
0,0.025,0.03,0.01,0.02,0.3,19
0,0.025,0.03,0.01,0.02,0.35,19
0,0.025,0.03,0.01,0.02,0.4,19
0,0.025,0.03,0.01,0.02,0.45,19
0,0.025,0.03,0.01,0.02,0.5,19
0,0.025,0.03,0.01,0.03,0.01,19
0,0.025,0.03,0.01,0.03,0.05,19
0,0.025,0.03,0.01,0.03,0.1,19
0,0.025,0.03,0.01,0.03,0.15,19
0,0.025,0.03,0.01,0.03,0.2,19
0,0.025,0.03,0.01,0.03,0.25,19
0,0.025,0.03,0.01,0.03,0.3,19
0,0.025,0.03,0.01,0.03,0.35,19
0,0.025,0.03,0.01,0.03,0.4,19
0,0.025,0.03,0.01,0.03,0.45,19
0,0.025,0.03,0.01,0.03,0.5,19
0,0.025,0.03,0.012,0.02,0.01,19
0,0.025,0.03,0.012,0.02,0.05,19
0,0.025,0.03,0.012,0.02,0.1,19
0,0.025,0.03,0.012,0.02,0.15,19
